timestamp,soil_moisture,soil_temperature,soil_ph,nitrogen,air_temperature,humidity,rainfall,wind_speed,light_intensity,uv_radiation
2025-10-12 12:52:19.710411,42.48805148472295,18.655377485180633,6.835421161922442,107.46155347526512,22.462121750020927,65.7099813197259,0.0,0.7247040467356888,3812.3538823029785,0.34941951297006335
2025-10-12 13:52:19.710411,42.11635052924177,19.655735030404028,6.91037836327061,121.49950708328385,20.10082583141314,64.0623301950825,0.0,1.463311213364592,1225.7597687719262,2.694552630515703
2025-10-12 14:52:19.710411,40.50016232850271,17.3046368432329,6.881306125344556,129.46870313149165,20.528294992278525,66.26984237362521,0.0,3.737044590501958,678.4714730602811,0.0
2025-10-12 15:52:19.710411,39.49018254056587,18.500723074087826,6.879471144399413,130.26231285863182,22.091625043904624,74.1586454693015,0.0,2.396113447686693,0.0,0.9181765340221284
2025-10-12 16:52:19.710411,41.72403246745409,19.872466264291017,6.8806799842265,111.12913765126683,21.415839009323488,68.01180902138728,0.0,4.894024634933853,4817.592390412312,0.0
2025-10-12 17:52:19.710411,38.084380995554426,18.031670854393955,6.695682813249701,125.52941950131938,21.17592744582872,67.59465212263459,0.0,2.016331745306762,0.0,0.3413669333159017
2025-10-12 18:52:19.710411,41.50643724704122,19.71198836830641,6.69655312201058,107.05450409114793,20.311005308348516,66.90448234849327,0.0,0.6671537845844553,7584.679717126096,0.0
2025-10-12 19:52:19.710411,41.307678725094554,18.15592638131337,6.777991298022863,127.05858753745413,19.94253343546064,68.85656869722204,0.0,0.5246559957907428,11139.80813347884,8.184212602192769
2025-10-12 20:52:19.710411,42.83200843098817,16.852594476090534,6.557648260495631,122.1465280836204,23.299553830083823,64.299118404179,0.0,0.8319055172044492,21705.362910829987,9.448219320068448
2025-10-12 21:52:19.710411,36.55055389852553,18.900917455964848,6.922691171239894,141.79066962105802,19.381076624293836,71.06553564645223,0.0,4.111745046986513,39878.813459772704,10.715463307016464
2025-10-12 22:52:19.710411,40.613252957087575,19.228854682857207,6.601877401733497,120.46756407581333,20.424942157570094,66.61536717859116,0.0,0.900590944108861,42838.82266408991,16.3726013040304
2025-10-12 23:52:19.710411,41.639569631109836,16.8211961080176,6.851050853178608,109.8431990792796,20.69975247593062,64.04109682163306,0.09209040049535976,0.6623523998219917,46115.37663855155,18.400788901867866
2025-10-13 00:52:19.710411,44.18085994702894,18.76193830745877,6.64168301776024,96.75291115893027,18.747301450458515,68.6817997810303,0.0,2.1793470204883603,45065.12269236388,18.444172802119528
2025-10-13 01:52:19.710411,42.175463922732064,19.30092263672118,6.723660637290174,115.22230298273729,19.846918635971146,62.01427524756019,0.0,0.4104744239986249,51225.02160607717,18.92716335293142
2025-10-13 02:52:19.710411,41.58412675827349,17.89405730041672,6.855426065152902,134.36801644495853,20.179738184254184,62.60295955973974,0.0,2.1993168448537137,42437.545106450234,17.782237133338633
2025-10-13 03:52:19.710411,43.407834393778614,16.92122304903986,6.6684548597459194,125.01988080647924,19.204217247894704,62.20176493069079,0.0,0.8392097571139941,34493.98896397488,16.13488622331087
2025-10-13 04:52:19.710411,42.203344408463984,19.839736111647362,6.856948577934535,102.19760366190033,17.1875987917534,61.806337561570174,0.0,0.7348059172267819,21076.72603432968,9.874670390193788
2025-10-13 05:52:19.710411,49.16496667814128,19.81792240827486,6.742585559423123,116.80170980624062,18.067208384248616,60.32578449115645,0.0,1.1986635579144944,4693.037740998792,6.407687329414176
2025-10-13 06:52:19.710411,45.799027940449456,17.783297145767285,6.781263037113668,111.36931700845479,19.58345205739628,61.81923789977527,0.0,0.03774875237056145,9332.071206896257,1.317301818141454
2025-10-13 07:52:19.710411,40.266194249552015,19.433737923913625,6.620450883445016,113.7458340080816,19.986331345643414,67.23465157450413,0.0,3.222069014229703,0.0,0.06649989907716967
2025-10-13 08:52:19.710411,38.16593421944859,18.178976572485794,6.811648499487462,126.37900512185274,18.45755248551887,61.42761682963505,0.0,2.1033599605723743,10966.605276495582,0.0
2025-10-13 09:52:19.710411,43.66606583433377,16.977155546665468,6.866593465268216,132.33905668177238,19.753915634827386,64.61364202693657,0.0,0.7574544109250648,4868.2923811456885,4.603920454372508
2025-10-13 10:52:19.710411,47.06024289671495,18.23000112487657,6.736390032212638,119.9998229756138,19.550237581139623,68.50357094560347,0.0,6.522839980272006,7835.269715173222,0.0
2025-10-13 11:52:19.710411,42.11938858034042,17.213500232130624,6.814777272771086,126.55007013462709,18.931281502767714,67.31636181484554,0.0,1.1120296269983954,0.0,2.9980462250752735
2025-10-13 12:52:19.710411,39.91866605496538,16.85387050182233,6.829144361798625,120.2008130352809,18.997878402564652,62.13830545542513,0.0,3.9331201605543717,707.6583402817342,0.5686590826802933
2025-10-13 13:52:19.710411,45.376669742371945,18.031557641915576,6.739067794248614,132.8340567675616,19.70820059736799,69.93115975568121,0.0,1.0713096431605071,0.0,0.0
2025-10-13 14:52:19.710411,44.64965863360728,19.567427577254456,6.850551776066542,108.69669119596134,20.611326552685167,66.10917859873528,0.0,0.4417965365710057,3117.1516288818,0.0
2025-10-13 15:52:19.710411,46.07835801314332,18.616317433508712,6.8594564934832025,151.97983105951357,20.07639905357999,68.27227034724196,0.0,2.3232264895720873,0.0,0.0
2025-10-13 16:52:19.710411,45.14894778341769,18.912237553593144,7.07462018326962,115.43554979691508,20.60298055839824,68.88205318957482,0.22571426196267994,0.2954912766258784,0.0,1.1879048140141244
2025-10-13 17:52:19.710411,38.84924370786482,18.458408947753366,6.753825302256268,125.70698409959381,20.03645130183603,68.34232557700554,0.0,4.279537022300478,0.0,0.10109814915784368
2025-10-13 18:52:19.710411,39.78878644477684,19.144300725911126,6.777723321449911,114.3016035055706,21.347304074584265,66.29811346869853,0.0,0.11259340357639783,0.0,0.0
2025-10-13 19:52:19.710411,45.30391502646739,19.657120019595908,6.658875626174335,113.97287783598935,21.139224459197887,64.84491996231486,0.0,3.564990705558414,5306.9871142493475,1.9368752121813682
2025-10-13 20:52:19.710411,43.34858385477743,18.375729000418385,6.770213711158276,103.8311421652817,22.52497721720057,64.9813949220076,0.0,1.3061148448569198,27769.68273993434,12.033873784437153
2025-10-13 21:52:19.710411,42.81482105155825,19.100084808105752,6.842107040670927,127.1370041535126,20.9991668764459,66.90994423660435,0.0,1.2615141555833018,37162.06768238387,12.642351943137657
2025-10-13 22:52:19.710411,40.70200735537011,19.17630323873655,6.883815244812063,125.16379030085501,20.722903953979987,65.85632929051269,0.0,1.6837110810560363,39333.992448367164,14.410127136742592
2025-10-13 23:52:19.710411,43.34116734781793,20.31109791319692,6.708593654715633,106.75651763436925,21.657986035335014,65.21841474283544,0.0,7.554108983286802,49882.58274680302,17.12891850033239
